Cod	Grupo	Produto
2125	81	PEIXE INTEIRO ACARI BODO
2126	81	PEIXE INTEIRO CASCUDO
2127	81	PEIXE INTEIRO ANAIA
2201	81	PEIXE EM POSTAS ACARI
2301	81	PEIXE EM FILE FRESCO ACARI
2401	81	PEIXE SALGADO ACARI
2501	81	PEIXE EM FILE CONGELADO ACARI
3101	81	PEIXE INTEIRO PIRAMUTABA
3102	81	PEIXE INTEIRO MULHER INGRATA
3103	81	PEIXE INTEIRO PIRAMUTA
3104	81	PEIXE INTEIRO PIRAMUTAVA
3105	81	PEIXE INTEIRO BARBA CHATA
3201	81	PEIXE EM POSTAS PIRAMUTABA
3301	81	PEIXE EM FILE FRESCO PIRAMUTABA
3401	81	PEIXE SALGADO PIRAMUTABA
3501	81	PEIXE EM FILE CONGELADO PIRAMUTABA
4101	81	PEIXE INTEIRO PIAU
4102	81	PEIXE INTEIRO PIAU VERDADEIRO
4103	81	PEIXE INTEIRO PIAU LAVRADO
4104	81	PEIXE INTEIRO PIAU GALO
4105	81	PEIXE INTEIRO PAIUDO
4201	81	PEIXE EM POSTAS PIAU
4301	81	PEIXE EM FILE FRESCO PIAU
4401	81	PEIXE SALGADO PIAU
4501	81	PEIXE EM FILE CONGELADO PIAU
5101	81	PEIXE INTEIRO MUCUM
5102	81	PEIXE INTEIRO COBRA
5103	81	PEIXE INTEIRO MUCU
5104	81	PEIXE INTEIRO MUCUM DE PELE
5105	81	PEIXE INTEIRO MUCUM DE ESCAMA
5106	81	PEIXE INTEIRO ENGUIA DE AGUA DOCE | MUCUM
5201	81	PEIXE EM POSTAS MUCUM
5301	81	PEIXE EM FILE FRESCO MUCUM
5401	81	PEIXE SALGADO MUCUM
5501	81	PEIXE EM FILE CONGELADO MUCUM
6101	81	PEIXE INTEIRO DOURADO DE AGUA DOCE
6102	81	PEIXE INTEIRO PIRAJU
6103	81	PEIXE INTEIRO PIRAJUBA
6104	81	PEIXE INTEIRO SAIPE
6105	81	PEIXE INTEIRO SAIJE
6106	81	PEIXE INTEIRO PIRAUVU
6107	81	PEIXE INTEIRO PIRAIU
6201	81	PEIXE EM POSTAS DOURADO DE AGUA DOCE
6301	81	PEIXE EM FILE FRESCO DOURADO DE AGUA DOCE
6401	81	PEIXE SALGADO DOURADO DE AGUA DOCE
6501	81	PEIXE EM FILE CONGELADO DOURADO DE AGUA DOCE
7101	81	PEIXE INTEIRO TAMOATA
7102	81	PEIXE INTEIRO TAMBUATA
7103	81	PEIXE INTEIRO TAMBOATA
7104	81	PEIXE INTEIRO TAMOATA PINIMA
7105	81	PEIXE INTEIRO TAMUATA
7106	81	PEIXE INTEIRO TAMATA
7107	81	PEIXE INTEIRO CAMBOTA
7108	81	PEIXE INTEIRO CAMBOATA
7109	81	PEIXE INTEIRO SOLDADO DE AGUA DOCE | TAMOATA
7201	81	PEIXE EM POSTAS TAMOATA
7301	81	PEIXE EM FILE FRESCO TAMOATA
7401	81	PEIXE SALGADO TAMOATA
7501	81	PEIXE EM FILE CONGELADO TAMOATA
8101	81	PEIXE INTEIRO PIRAPEUA
8102	81	PEIXE INTEIRO LENHA
8103	81	PEIXE INTEIRO SURUBIM MENA | PIRAPEUA
8104	81	PEIXE INTEIRO PIRAJUPEVA
8105	81	PEIXE INTEIRO PIRAPEUAUA
8201	81	PEIXE EM POSTAS PIRAPEUA
8301	81	PEIXE EM FILE FRESCO PIRAPEUA
8401	81	PEIXE SALGADO PIRAPEUA
8501	81	PEIXE EM FILE CONGELADO PIRAPEUA
9101	81	PEIXE INTEIRO MAPARA
9102	81	PEIXE INTEIRO BRACO DE MULATA
9103	81	PEIXE INTEIRO OLELEIRO
9104	81	PEIXE INTEIRO SARDA BRACO DE MOCA | MAPARA
9105	81	PEIXE INTEIRO MAPARA DE CAMETA
9106	81	PEIXE INTEIRO MANDI PERUANO | MAPARA
9107	81	PEIXE INTEIRO BRACO DE MOCA
9108	81	PEIXE INTEIRO LAULAU
9109	81	PEIXE INTEIRO MAPURA
9110	81	PEIXE INTEIRO MAMPARA
9201	81	PEIXE EM POSTAS MAPARA
9301	81	PEIXE EM FILE FRESCO MAPARA
9401	81	PEIXE SALGADO MAPARA
9501	81	PEIXE EM FILE CONGELADO MAPARA
101	82	PEIXE INTEIRO PIRANHA
102	82	PEIXE INTEIRO PIRANHA CAJU
103	82	PEIXE INTEIRO PIRANHA VERMELHA
104	82	PEIXE INTEIRO PIRANHA CHATA
105	82	PEIXE INTEIRO PIRANHA PINTADA
106	82	PEIXE INTEIRO PIRANHA AMARELA
107	82	PEIXE INTEIRO PIRANHA BEBA
108	82	PEIXE INTEIRO PIRANHA DA LAGOA
109	82	PEIXE INTEIRO PIRANHA PRETA
110	82	PEIXE INTEIRO PIRANHA BRANCA
111	82	PEIXE INTEIRO PIRANHA PEBA
112	82	PEIXE INTEIRO PIRANHA CACHORRA
113	82	PEIXE INTEIRO PIRANHA MAPARA
114	82	PEIXE INTEIRO PIRAMPEVA
115	82	PEIXE INTEIRO PIRAMBE
116	82	PEIXE INTEIRO PIRAMPEBA
117	82	PEIXE INTEIRO PIRAMBEVA
118	82	PEIXE INTEIRO PIRAMBEBA
119	82	PEIXE INTEIRO PIRANHA DOCE
120	82	PEIXE INTEIRO COICOA
121	82	PEIXE INTEIRO PIRAMPE
122	82	PEIXE INTEIRO RODOLEIRA
123	82	PEIXE INTEIRO CHUPITA
201	82	PEIXE EM POSTAS PIRANHA
301	82	PEIXE EM FILE FRESCO PIRANHA
401	82	PEIXE SALGADO PIRANHA
501	82	PEIXE EM FILE CONGELADO PIRANHA
1101	82	PEIXE INTEIRO PACU
1102	82	PEIXE INTEIRO PACUACU
1103	82	PEIXE INTEIRO PACU CHICO
1104	82	PEIXE INTEIRO PACU MIRIM
1105	82	PEIXE INTEIRO PACU CHATO
1106	82	PEIXE INTEIRO PACU BRANCO
1107	82	PEIXE INTEIRO PACUGUACU
1108	82	PEIXE INTEIRO PACU AZUL
1109	82	PEIXE INTEIRO BATUQUEIRO
1110	82	PEIXE INTEIRO PIROSCA
1111	82	PEIXE INTEIRO PACUTINGA
1112	82	PEIXE INTEIRO PEVA
1113	82	PEIXE INTEIRO PACUPEVA
1114	82	PEIXE INTEIRO PACUPEBA
1115	82	PEIXE INTEIRO MAFURA
1116	82	PEIXE INTEIRO PEBA
1117	82	PEIXE INTEIRO CAPADINHO
1118	82	PEIXE INTEIRO ABEL
1119	82	PEIXE INTEIRO CORONA
1120	82	PEIXE INTEIRO CARANHA
1121	82	PEIXE INTEIRO PANARE
1201	82	PEIXE EM POSTAS PACU
1301	82	PEIXE EM FILE FRESCO PACU
1401	82	PEIXE SALGADO PACU
1501	82	PEIXE EM FILE CONGELADO PACU
2101	82	PEIXE INTEIRO TAMBAQUI
2102	82	PEIXE INTEIRO CURUPETE
2103	82	PEIXE INTEIRO PACU DO AMAZONAS | TAMBAQUI
2201	82	PEIXE EM POSTAS TAMBAQUI
2301	82	PEIXE EM FILE FRESCO TAMBAQUI
2401	82	PEIXE SALGADO TAMBAQUI
2501	82	PEIXE EM FILE CONGELADO TAMBAQUI
2901	82	PEIXE TAMBAQUI
3101	82	PEIXE INTEIRO ANUJA
3102	82	PEIXE INTEIRO CACHORRINHO DE PADRE
3103	82	PEIXE INTEIRO ANOJADO
3104	82	PEIXE INTEIRO CACHORRO DE PADRE
3105	82	PEIXE INTEIRO CACHORRINHO
3106	82	PEIXE INTEIRO ANUIA
3107	82	PEIXE INTEIRO BODE
3108	82	PEIXE INTEIRO MANDIZINHO | ANUJA
3109	82	PEIXE INTEIRO MANDICUMBA
3110	82	PEIXE INTEIRO CUMBACA | DE AGUA DOCE | ANUJA
3111	82	PEIXE INTEIRO CANGATINHA
3112	82	PEIXE INTEIRO MULATO
3113	82	PEIXE INTEIRO CHORADEIRA
3114	82	PEIXE INTEIRO BOCA LISA | DE AGUA DOCE | ANUJA
3115	82	PEIXE INTEIRO BAGRE CHORA | ANUJA
3116	82	PEIXE INTEIRO CABECA DE FERRO
3117	82	PEIXE INTEIRO LIRIO
3118	82	PEIXE BAGRE DE RIO
3119	82	PEIXE INTEIRO MANDI
3120	82	PEIXE INTEIRO JUNDIA
3121	82	PEIXE INTEIRO BOGA
3122	82	PEIXE INTEIRO MANDIUVA
3123	82	PEIXE INTEIRO JANDIA
3201	82	PEIXE EM POSTAS ANUJA
3301	82	PEIXE EM FILE FRESCO ANUJA
3401	82	PEIXE SALGADO ANUJA
3501	82	PEIXE EM FILE CONGELADO ANUJA
4101	82	PEIXE INTEIRO SARDINHA DE AGUA DOCE
4102	82	PEIXE INTEIRO APAPA
4103	82	PEIXE INTEIRO SARDINHA GRANDE DE AGUA DOCE
4104	82	PEIXE INTEIRO SARDINHAO | AGUA DOCE
4105	82	PEIXE INTEIRO SARDA DE AGUA DOCE
4106	82	PEIXE INTEIRO ARANGAL
4201	82	PEIXE EM POSTAS SARDINHA DE AGUA DOCE
4301	82	PEIXE EM FILE FRESCO SARDINHA DE AGUA DOCE
4401	82	PEIXE SALGADO SARDINHA DE AGUA DOCE
4501	82	PEIXE EM FILE CONGELADO SARDINHA DE AGUA DOCE
5101	82	PEIXE INTEIRO JARAQUI
5102	82	PEIXE INTEIRO JERAQUI
5103	82	PEIXE INTEIRO JERIQUI
5201	82	PEIXE EM POSTAS JARAQUI
5301	82	PEIXE EM FILE FRESCO JARAQUI
5401	82	PEIXE SALGADO JARAQUI
5501	82	PEIXE EM FILE CONGELADO JARAQUI
6101	82	PEIXE INTEIRO CACHORRO
6102	82	PEIXE INTEIRO CIGARRA
6103	82	PEIXE INTEIRO ICANGA
6104	82	PEIXE INTEIRO PIRAPUCU
6105	82	PEIXE INTEIRO TAJIBUCU
6106	82	PEIXE INTEIRO TAJABUCU
6107	82	PEIXE INTEIRO PIRAPUCA
6108	82	PEIXE INTEIRO TAJAPECO
6109	82	PEIXE INTEIRO PIRA ANDIRA
6110	82	PEIXE INTEIRO SAICANGA
6111	82	PEIXE INTEIRO SARANHA
6112	82	PEIXE INTEIRO BICUDA DE RIO | CACHORRO
6113	82	PEIXE INTEIRO DENTUDO PINTADO
6114	82	PEIXE INTEIRO BOCARRA
6115	82	PEIXE INTEIRO CUBIO
6116	82	PEIXE INTEIRO CUBIU
6117	82	PEIXE INTEIRO BOCUDO
6118	82	PEIXE INTEIRO JAUARANA
6201	82	PEIXE EM POSTAS CACHORRO
6301	82	PEIXE EM FILE FRESCO CACHORRO
6401	82	PEIXE SALGADO CACHORRO
6501	82	PEIXE EM FILE CONGELADO CACHORRO
7101	82	PEIXE INTEIRO PIABANHA
7102	82	PEIXE INTEIRO PIRAPITINGA
7103	82	PEIXE INTEIRO TARAPITINGA
7104	82	PEIXE INTEIRO TRAPITINGA
7201	82	PEIXE EM POSTAS PIABANHA
7301	82	PEIXE EM FILE FRESCO PIABANHA
7401	82	PEIXE SALGADO PIABANHA
7501	82	PEIXE EM FILE CONGELADO PIABANHA
7601	82	PEIXE EM FILE FRESCO DE PIRAPITINGA
8101	82	PEIXE INTEIRO PIRAIBA
8102	82	PEIXE INTEIRO FILHOTE
8103	82	PEIXE INTEIRO PIRATINGA | PIRAIBA
8201	82	PEIXE EM POSTAS PIRAIBA
8301	82	PEIXE EM FILE FRESCO PIRAIBA
8401	82	PEIXE SALGADO PIRAIBA
8501	82	PEIXE EM FILE CONGELADO PIRAIBA
9101	82	PEIXE INTEIRO BACU
9102	82	PEIXE INTEIRO ABOTOADO
9103	82	PEIXE INTEIRO ARMAU
9104	82	PEIXE INTEIRO DAQUEIRO
9105	82	PEIXE INTEIRO BACU DE PEDRA
9106	82	PEIXE INTEIRO BACU PEDRA
9107	82	PEIXE INTEIRO VACU
9108	82	PEIXE INTEIRO BOTOADO
9201	82	PEIXE EM POSTAS BACU
9301	82	PEIXE EM FILE FRESCO BACU
9401	82	PEIXE SALGADO BACU
9501	82	PEIXE EM FILE CONGELADO BACU
101	83	PEIXE INTEIRO PIRARARA
102	83	PEIXE INTEIRO PIRAUARARA
103	83	PEIXE INTEIRO ARARA
104	83	PEIXE INTEIRO CAJARO
105	83	PEIXE INTEIRO UARARA
106	83	PEIXE INTEIRO PIRAMBREPE
107	83	PEIXE INTEIRO LAITU
201	83	PEIXE EM POSTAS PIRARARA
301	83	PEIXE EM FILE FRESCO PIRARARA
401	83	PEIXE SALGADO PIRARARA
501	83	PEIXE EM FILE CONGELADO PIRARARA
1101	83	PEIXE INTEIRO PACAMAO DE AGUA DOCE
1102	83	PEIXE INTEIRO APACAMA DE AGUA DOCE
1103	83	PEIXE INTEIRO PACUMA DE AGUA DOCE
1104	83	PEIXE INTEIRO PIRACURURU
1105	83	PEIXE INTEIRO SAPO
1106	83	PEIXE INTEIRO BAGRE SAPO | PACAMAO DE AGUA DOCE
1107	83	PEIXE INTEIRO PACAMA DE AGUA DOCE
1108	83	PEIXE INTEIRO PIACURURU
1109	83	PEIXE INTEIRO MANGURUIU
1110	83	PEIXE INTEIRO MANGURIU
1111	83	PEIXE INTEIRO PRECAMBUCU
1112	83	PEIXE INTEIRO PRECUMBUCU
1201	83	PEIXE EM POSTAS PACAMAO DE AGUA DOCE
1301	83	PEIXE EM FILE FRESCO PACAMAO DE AGUA DOCE
1401	83	PEIXE SALGADO PACAMAO DE AGUA DOCE
1501	83	PEIXE EM FILE CONGELADO PACAMAO DE AGUA DOCE
2101	83	PEIXE INTEIRO DOURADA
2102	83	PEIXE INTEIRO DOURADA DO AMAZONAS
2103	83	PEIXE INTEIRO DOIRADA DO AMAZONAS
2104	83	PEIXE INTEIRO DOIRADA
2201	83	PEIXE EM POSTAS DOURADA
2301	83	PEIXE EM FILE FRESCO DOURADA
2401	83	PEIXE SALGADO DOURADA
2501	83	PEIXE EM FILE CONGELADO DOURADA
2901	83	PEIXE DOURADA
3101	83	PEIXE INTEIRO PIRANAMBU
3102	83	PEIXE INTEIRO GALINHA
3103	83	PEIXE INTEIRO INAMBU
3104	83	PEIXE INTEIRO INHAMBU
3105	83	PEIXE INTEIRO PIRAMBU | DE AGUA DOCE | PIRANAMBU
3106	83	PEIXE INTEIRO PIRANIAMBU
3107	83	PEIXE INTEIRO PINTADINHO | DE AGUA DOCE | PIRANAMBU
3108	83	PEIXE INTEIRO PIRANIAMPU
3109	83	PEIXE INTEIRO PIRANAMPU
3110	83	PEIXE INTEIRO NAMBU
3111	83	PEIXE INTEIRO MANTOPAQUE
3112	83	PEIXE INTEIRO MOELA
3113	83	PEIXE INTEIRO BARBADO | DE AGUA DOCE | PIRANAMBU
3114	83	PEIXE INTEIRO PIRAMAPU
3201	83	PEIXE EM POSTAS PIRANAMBU
3301	83	PEIXE EM FILE FRESCO PIRANAMBU
3401	83	PEIXE SALGADO PIRANAMBU
3501	83	PEIXE EM FILE CONGELADO PIRANAMBU
4101	83	PEIXE INTEIRO FIDALGO
4102	83	PEIXE INTEIRO BAGRE FIDALGO | FIDALGO
4201	83	PEIXE EM POSTAS FIDALGO
4301	83	PEIXE EM FILE FRESCO FIDALGO
4401	83	PEIXE SALGADO FIDALGO
4501	83	PEIXE EM FILE CONGELADO FIDALGO
4901	83	PEIXE FIDALGO
5101	83	PEIXE INTEIRO TABARANA
5102	83	PEIXE INTEIRO JATUBARANA
5103	83	PEIXE INTEIRO JUTUBARANA
5104	83	PEIXE INTEIRO TUBARANA
5105	83	PEIXE INTEIRO TRAGUIRA
5201	83	PEIXE EM POSTAS TABARANA
5301	83	PEIXE EM FILE FRESCO TABARANA
5401	83	PEIXE SALGADO TABARANA
5501	83	PEIXE EM FILE CONGELADO TABARANA
6101	83	PEIXE INTEIRO MANDUBE
6102	83	PEIXE INTEIRO ANDUBE
6103	83	PEIXE INTEIRO MANDURI
6104	83	PEIXE INTEIRO MANDUVA
6105	83	PEIXE INTEIRO MANDUBE MIRIM
6106	83	PEIXE INTEIRO MANDIBE
6107	83	PEIXE INTEIRO MANDUBI
6108	83	PEIXE INTEIRO ANDUBI
6201	83	PEIXE EM POSTAS MANDUBE
6301	83	PEIXE EM FILE FRESCO MANDUBE
6401	83	PEIXE SALGADO MANDUBI
6501	83	PEIXE EM FILE CONGELADO MANDUBI
7101	83	PEIXE INTEIRO PIRAPUTANGA
7102	83	PEIXE INTEIRO PIRAPITANGA
7103	83	PEIXE INTEIRO PIRAPITA
7201	83	PEIXE EM POSTAS PIRAPUTANGA
7301	83	PEIXE EM FILE FRESCO PIRAPUTANGA
7401	83	PEIXE SALGADO PIRAPUTANGA
7501	83	PEIXE EM FILE CONGELADO PIRAPUTANGA
8101	83	PEIXE INTEIRO JAU
8102	83	PEIXE INTEIRO JARIPOCA
8103	83	PEIXE INTEIRO JUNDIA DE LAGOA | JAU
8104	83	PEIXE INTEIRO JAUPOCA
8201	83	PEIXE EM POSTAS JAU
8301	83	PEIXE EM FILE FRESCO JAU
8401	83	PEIXE SALGADO JAU
8501	83	PEIXE EM FILE CONGELADO JAU
9101	83	PEIXE INTEIRO PIAPARA
9102	83	PEIXE INTEIRO PIAMPARA
9103	83	PEIXE INTEIRO PIRAPARA
9201	83	PEIXE EM POSTAS PIAPARA
9301	83	PEIXE EM FILE FRESCO PIAPARA
9401	83	PEIXE SALGADO PIAPARA
9501	83	PEIXE EM FILE CONGELADO PIAPARA
101	84	PEIXE INTEIRO ARUANA
102	84	PEIXE INTEIRO CARAPANA
103	84	PEIXE INTEIRO AMANA
104	84	PEIXE INTEIRO URUANA
105	84	PEIXE INTEIRO ARAUANA
106	84	PEIXE INTEIRO SULAMBA
201	84	PEIXE EM POSTAS ARUANA
301	84	PEIXE EM FILE FRESCO ARUANA
401	84	PEIXE SALGADO ARUANA
501	84	PEIXE EM FILE CONGELADO ARUANA
1101	84	PEIXE INTEIRO PIRACANJUBA
1102	84	PEIXE INTEIRO PIRACANJUVA
1103	84	PEIXE INTEIRO PIRACANJUVIRA
1104	84	PEIXE INTEIRO TRAITINGA
1201	84	PEIXE EM POSTAS PIRACANJUBA
1301	84	PEIXE EM FILE FRESCO PIRACANJUBA
1401	84	PEIXE SALGADO PIRACANJUBA
1501	84	PEIXE EM FILE CONGELADO PIRACANJUBA
2101	84	PEIXE INTEIRO SAIRU
2102	84	PEIXE INTEIRO SAIRU DE RIO
2103	84	PEIXE INTEIRO SAGUIRU
2104	84	PEIXE INTEIRO SAGUIRI
2105	84	PEIXE INTEIRO SAGARU
2106	84	PEIXE INTEIRO SABARU
2107	84	PEIXE INTEIRO SAGUIRA
2108	84	PEIXE INTEIRO BIRUBA
2109	84	PEIXE INTEIRO SAGUACU
2110	84	PEIXE INTEIRO SABURU
2111	84	PEIXE INTEIRO LAMBARI BOCARRA | SAIRU
2201	84	PEIXE EM POSTAS SAIRU
2301	84	PEIXE EM FILE FRESCO SAIRU
2401	84	PEIXE SALGADO SAIRU
2501	84	PEIXE EM FILE CONGELADO SAIRU
3101	84	CAMARAO DE AGUA DOCE
3102	84	CAMARAO LAGOSTA | AGUA DOCE
3103	84	PITU | CAMARAO DE AGUA DOCE
3104	84	ZABUMBA
3105	84	CAMARAO ZABUMBA | AGUA DOCE
3106	84	CAMARAO BRACO FORTE | AGUA DOCE
3107	84	CAMARAO CASTANHO | AGUA DOCE
3201	84	CAMARAO DE AGUA DOCE SEM CASCA
3401	84	CAMARAO DE AGUA DOCE SALGADO
4101	84	TRACAJA
4102	84	GANGAPARRA
4103	84	AIACA
4104	84	TARTARUGA DE AGUA DOCE
4105	84	TARTARUGA DO AMAZONAS
4106	84	TRACAJA CABECADA
4107	84	CABECADA
4108	84	ARAU
4109	84	AIUCA
4110	84	JURARA ACU
4111	84	TERECAI
4112	84	JURARA
4113	84	BRACAJA
4114	84	IURURA
4115	84	IURARA
4116	84	PITIU
4117	84	IACA
4118	84	CAPITARI
4119	84	JURURA
4120	84	CAPININGA
4121	84	CAPINIMA
4122	84	ANURI
4123	84	TARECAI
4124	84	TARACAIA
4201	84	TRACAJA EM POSTAS
4301	84	TRACAJA EM FILE FRESCO
4401	84	TRACAJA SALGADA
4501	84	TRACAJA EM FILE CONGELADO
5101	84	RA
5102	84	RA CACOTE
5103	84	RA COMUM
5104	84	RA VERDADEIRA
5105	84	RA TOURO GIGANTE
5106	84	RA NIMBUIA
5107	84	RA PIMENTA
5108	84	RA TOURO
5109	84	JIA
5110	84	RA PAULISTINHA
5111	84	RA MIRIM
5112	84	RA JIA
5113	84	CACOTE
5114	84	RA GIMBUIA
5115	84	PAULISTINHA
5116	84	NIMBUIA
5117	84	GIMBUIA
5201	84	RA EM POSTAS
5301	84	RA EM FILE FRESCO
5401	84	RA SALGADA
5501	84	RA EM FILE CONGELADO
6101	84	PEIXE INTEIRO BAGRE DE AGUA DOCE
6201	84	PEIXE EM POSTAS BAGRE DE AGUA DOCE
6301	84	PEIXE EM FILE FRESCO BAGRE DE AGUA DOCE
6401	84	PEIXE SALGADO BAGRE DE AGUA DOCE
6501	84	PEIXE EM FILE CONGELADO BAGRE DE AGUA DOCE
7101	84	MUCUA
7201	84	MUCUA EM POSTAS
7301	84	MUCUA EM FILE FRESCO
7401	84	MUCUA SALGADA
7501	84	MUCUA EM FILE CONGELADO
8101	84	PEIXE INTEIRO ITUI
8102	84	PEIXE INTEIRO TUI
8103	84	PEIXE INTEIRO SARAPO
8201	84	PEIXE EM POSTAS ITUI
8301	84	PEIXE EM FILE FRESCO ITUI
8401	84	PEIXE SALGADO ITUI
8501	84	PEIXE EM FILE CONGELADO ITUI
9101	84	PEIXE INTEIRO TRUTA
9201	84	PEIXE EM POSTAS TRUTA
9301	84	PEIXE EM FILE FRESCO TRUTA
9401	84	PEIXE SALGADO TRUTA
9501	84	PEIXE EM FILE CONGELADO TRUTA
101	85	AVIU
201	85	AVIU SEM CASCA
401	85	AVIU SALGADO
1101	85	PEIXE INTEIRO MATRINXA
1102	85	PEIXE INTEIRO MATRINXAO
1103	85	PEIXE INTEIRO MAMURI
1104	85	PEIXE INTEIRO JATUARANA
1201	85	PEIXE EM POSTAS MATRINXA
1301	85	PEIXE EM FILE FRESCO MATRINXA
1401	85	PEIXE SALGADO MATRINXA
1501	85	PEIXE EM FILE CONGELADO MATRINXA
1901	85	PEIXE MATRINXA
2101	85	PEIXE INTEIRO ARACAPURI
3101	85	PEIXE INTEIRO ARUIRI
4101	85	PEIXE INTEIRO BAIACU
5101	85	PEIXE INTEIRO CARPA
6101	85	PEIXE INTEIRO CUJUBA
7101	85	PEIXE INTEIRO VOADOR
7102	85	PEIXE INTEIRO FLECHEIRO
8101	85	PEIXE INTEIRO PIRACATINGA
9101	85	PEIXE INTEIRO TRAIRAO
10101	85	PEIXE INTEIRO CHAPEREMA
11101	85	CARAMUJO
11102	85	URUA |  MOLUSCO
99101	89	PEIXE INTEIRO
99201	89	PEIXE EM POSTAS
99301	89	PEIXE EM FILE FRESCO
99401	89	PEIXE SALGADO
99402	89	PEIXE SECO
99501	89	PEIXE EM FILE CONGELADO
99901	89	PEIXE
101	90	AZEITONA
102	90	AZEITONA EM CONSERVA
103	90	AZEITONA VERDE
104	90	AZEITONA PRETA
201	90	ERVILHA | PETIT POIS
202	90	PETIT POIS | ERVILHA
301	90	ERVILHA COM CENOURA EM CONSERVA
401	90	MILHO VERDE EM CONSERVA
501	90	PALMITO EM CONSERVA
601	90	COGUMELO EM CONSERVA
602	90	CHAMPIGNON EM CONSERVA
701	90	ASPARGO EM CONSERVA
801	90	CENOURA EM CONSERVA
901	90	REPOLHO EM CONSERVA
902	90	CHUCRUTE
1001	90	TOMATE SEM PELE EM CONSERVA
1002	90	TOMATE COM PELE EM CONSERVA
1101	90	LEGUME | NAO ESPECIFICADOEM CONSERVA
1102	90	LEGUME | NAO ESPECIFICADO
1201	90	SOPA INFANTIL DE QUALQUER SABOR
1202	90	SOPA INFANTIL COM LEGUMES OU VERDURAS
1203	90	ALIMENTO INFANTIL CREMOSO | EXCETO SOBREMESA
1204	90	ALIMENTO INFANTIL EM PASTA | EXCETO SOBREMESA
1205	90	PATE | ALIMENTO INFANTIL | EXCETO SOBREMESA
1206	90	CREME | ALIMENTO INFANTIL | EXCETO SOBREMESA
1301	90	SOPA DE LEGUMES EM CONSERVA
1401	90	SOPA DESIDRATADA DE QUALQUER SABOR
1402	90	SOPA EM PACOTE DE QUALQUER SABOR
1403	90	SOPA CONCENTRADA EM PACOTE DE QUALQUER SABOR
1404	90	CREME DE CEBOLA | SOPA DESIDRATADA
1405	90	CREME DE LEGUMES | SOPA DESIDRATADA
1406	90	YAKISSOBA | LEGUMES DESIDRATADOS
1501	90	MILHO VERDE COM ERVILHA EM CONSERVA
1601	90	PIMENTA MALAGUETA EM CONSERVA
1602	90	PIMENTA DE CUMARI EM CONSERVA
1603	90	PIMENTA CUMARI EM CONSERVA
1604	90	MALAGUETA EM CONSERVA
1605	90	CUMARI EM CONSERVA
1701	90	PIMENTA DE CHEIRO EM CONSERVA
1702	90	PIMENTA BODE EM CONSERVA
1801	90	PIMENTA | NAO ESPECIFICADAEM CONSERVA
1802	90	MOLHO DE PIMENTA | NAO ESPECIFICADO
1901	90	FEIJOADA EM CONSERVA
1902	90	FEIJOADA COMPLETA EM CONSERVA
1903	90	FEIJOADA PRONTA
2001	90	FEIJAO BRANCO COM DOBRADINHA EM CONSERVA
2002	90	DOBRADINHA COM FEIJAO BRANCO EM CONSERVA
2101	90	COSIDO EM CONSERVA
2201	90	PATE DE FIGADO EM CONSERVA
2202	90	PASTA DE FIGADO EM CONSERVA
2301	90	PATE DE CARNE EM CONSERVA
2302	90	PASTA DE CARNE EM CONSERVA
2401	90	PATE DE PRESUNTO EM CONSERVA
2402	90	PASTA DE PRESUNTO EM CONSERVA
2501	90	PATE DE GALINHA EM CONSERVA
2502	90	PASTA DE GALINHA EM CONSERVA
2601	90	CARNE DE BOI EM CONSERVA
2602	90	ALMONDEGA EM CONSERVA
2603	90	KITUTE DE BOI
2604	90	ALMONDEGA AO MOLHO EM CONSERVA
2605	90	VITELADA
2606	90	CORNED BEEF
2607	90	QUITUTE DE BOI
2701	90	CARNE DE PORCO EM CONSERVA
2702	90	FIAMBRADA DE PORCO
2703	90	VIANDADA DE PORCO
2704	90	KITUTE DE PORCO
2705	90	PRESUNTADA
2706	90	QUITUTE DE PORCO
2707	90	FIAMBRE
2708	90	AFIAMBRADO
2801	90	SALSICHA EM CONSERVA
2901	90	LINGUICA EM CONSERVA
3001	90	PEIXE SARDINHA EM CONSERVA
3002	90	SARDINHA EM CONSERVA
3003	90	SARDINHA EM LATA
3101	90	PEIXE ANCHOVA EM CONSERVA
3102	90	PEIXE ENCHOVA EM CONSERVA
3103	90	ANCHOVA EM CONSERVA
3104	90	ENCHOVA EM CONSERVA
3201	90	PEIXE CORVINA EM CONSERVA
3202	90	CORVINA EM CONSERVA
3301	90	PEIXE CAVALINHA EM CONSERVA
3302	90	CAVALINHA EM CONSERVA
3401	90	PEIXE ATUM EM CONSERVA
3402	90	ATUM EM CONSERVA
3403	90	ATUM RALADO
3404	90	ATUM SOLIDO
3501	90	PEIXE SAVELHA EM CONSERVA
3502	90	SAVELHA EM CONSERVA
3601	90	CAMARAO EM CONSERVA
3701	90	PEPINO EM CONSERVA
3801	90	CEBOLA EM CONSERVA
3901	90	PATE DE PEIXE EM CONSERVA
3902	90	PASTA DE PEIXE EM CONSERVA
4001	90	PICLES
4101	90	PEIXE BONITO EM CONSERVA
4102	90	BONITO EM CONSERVA
4201	90	LENTILHA EM CONSERVA
4301	90	MORTADELA EM CONSERVA
4401	90	ALGAS EM CONSERVA
4501	90	PEIXE PESCADA EM CONSERVA
4502	90	PESCADA EM CONSERVA
4601	90	CARNE DE FRANGO OU GALINHA EM CONSERVA
4602	90	QUITUTE DE FRANGO OU GALINHA
4701	90	PATE DE PERU EM CONSERVA
